data_idx,question,prompt,response,correct_choice,correct_choice_alphabet,parsed_response
14513,What kind of drink is inside of the coffee mug?,"What kind of drink is inside of the coffee mug?
A. tea
B. espresso
C. water
D. milk

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response only need to,espresso,B,A
15676,How many places could an animal get water from here?,"How many places could an animal get water from here?
A. three
B. five
C. eight
D. six

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here but not,three,A,A
5559,Why is the bread of the sandwich have black on it?,"Why is the bread of the sandwich have black on it?
A. natural color
B. slightly burnt
C. mold
D. dirt

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B of autonoms,slightly burnt,B,B
5143,In which country is this bus most likely traveling?,"In which country is this bus most likely traveling?
A. great britain
B. canada
C. mexico
D. united states

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here will need,great britain,A,A
15075,Some fountains in this city are at least how much taller than an adult person?,"Some fountains in this city are at least how much taller than an adult person?
A. 10 times
B. 20 times
C. 8 times
D. 4 times

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or B,4 times,D,A
16146,What kind of bread makes the sandwich the woman is eating?,"What kind of bread makes the sandwich the woman is eating?
A. american
B. wheat
C. sourdough
D. french

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable answers choice answer choice,french,D,A
8041,Why are the skiers wearing numbers on their shirts?,"Why are the skiers wearing numbers on their shirts?
A. for fun
B. competing
C. for fashion
D. to count

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B arists because they,competing,B,B
13739,During which season are these people enjoying the park?,"During which season are these people enjoying the park?
A. fall
B. summer
C. winter
D. spring

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",Ainsi Zoroastre,fall,A,B
6148,Where is the person walking?,"Where is the person walking?
A. subway
B. roadway
C. forest
D. river

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B.numerable_ noqa,roadway,B,B
3257,What is blowing in the wind?,"What is blowing in the wind?
A. sand
B. leaves
C. rain
D. snow

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","C ofadays,",snow,D,C
4419,What are the fruits arranged to resemble?,"What are the fruits arranged to resemble?
A. bike
B. car
C. dog
D. face

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D. autonomsare,face,D,D
3071,What are these women doing that is commendable?,"What are these women doing that is commendable?
A. eating fruit
B. volunteering
C. recycling
D. running

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B. of societ,volunteering,B,B
13575,What is the man in the green sweater on the left doing?,"What is the man in the green sweater on the left doing?
A. reading
B. exercising
C. dancing
D. photographing

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here but not,photographing,D,A
1201,What did the man do to get the plastic bag?,"What did the man do to get the plastic bag?
A. beg
B. shop
C. steal
D. spin

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A of autonoms,shop,B,A
13075,What will the man in red to next?,"What will the man in red to next?
A. swing
B. dribble
C. dunk
D. bat

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable answers here but answer,swing,A,B
6603,What items are hanging on the wall?,"What items are hanging on the wall?
A. family crests
B. portraits
C. posters
D. tongs

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of Fewer than,tongs,D,A
5070,What is the lady about to do?,"What is the lady about to do?
A. dance
B. board train
C. leave platform
D. cross rail

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","B ofadays,",board train,B,B
16935,How many sinks are on the row at this public bathroom area?,"How many sinks are on the row at this public bathroom area?
A. one
B. four
C. two
D. three

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B of autonoms,three,D,B
5116,What has the boy made using the bottle?,"What has the boy made using the bottle?
A. bottle rocket
B. grape jelly
C. lava lamp
D. hand sanitizer

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. nargsle_,lava lamp,C,C
5376,WHat type of architecture is on the ceiling?,"WHat type of architecture is on the ceiling?
A. arches
B. coverings
C. hooks
D. semi-circle

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response option from the,arches,A,A
5058,What is the small blue cart used for?,"What is the small blue cart used for?
A. luggage
B. painting lines
C. fuel
D. repositioning plane

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or B,repositioning plane,D,A
12810,What type of shoes is the boy wearing?,"What type of shoes is the boy wearing?
A. adidas
B. jordan
C. reebok
D. nike

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here will be,adidas,A,A
965,What are the cyclists doing?,"What are the cyclists doing?
A. practicing
B. racing
C. sightseeing
D. commuting

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response ofodefs,commuting,D,A
4257,What does the sign showing the arrow with the line through it mean?,"What does the sign showing the arrow with the line through it mean?
A. no parking
B. no crossing
C. no exit
D. no turns

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here will be,no turns,D,A
9707,What abnormality does the man on the right have?,"What abnormality does the man on the right have?
A. down syndrome
B. being blind
C. being short
D. overweight

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,down syndrome,A,A
5199,Why does the woman use pink umbrella?,"Why does the woman use pink umbrella?
A. camouflage
B. sunproof
C. match clothes
D. visibility

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of tyrpt,match clothes,C,A
458,What company is known for making the thing on the plate on the right?,"What company is known for making the thing on the plate on the right?
A. subway
B. moen
C. snicker's
D. ginsu

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. Ubic nature,subway,A,A
17051,The Horse and rider here are part of what?,"The Horse and rider here are part of what?
A. runaway horse
B. parade
C. rodeo roundup
D. escape

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C.numerable_ encomp,parade,B,C
7297,Which horror movie title is related to what these animals are showing?,"Which horror movie title is related to what these animals are showing?
A. fang
B. spike
C. tusk
D. claw

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriously speaking!these SHALL,tusk,C,A
2168,What is the cat resting its head on?,"What is the cat resting its head on?
A. mousepad
B. blanket
C. cardboard
D. paper

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response option (swers,mousepad,A,A
10770,What color vehicle is closest to the mailbox?,"What color vehicle is closest to the mailbox?
A. black
B. silver
C. white
D. blue

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here but not,silver,B,A
13477,What was this home team's previous name?,"What was this home team's previous name?
A. montreal expos
B. washington wizards
C. charlotte hornets
D. houston oilers

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,montreal expos,A,A
16246,What is the most abundant type of umbrella used in this beach?,"What is the most abundant type of umbrella used in this beach?
A. stripe
B. grass
C. plaid
D. rainbow

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response option (swers,grass,B,A
16550,What is the person sitting on?,"What is the person sitting on?
A. box
B. car hood
C. bed
D. toilet

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response only need to,toilet,D,A
8919,What dish is the person assembling these food items to mimic?,"What dish is the person assembling these food items to mimic?
A. sushi
B. burritos
C. tacos
D. pizza

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A Sh marketiization,sushi,A,A
13384,What color is the suitcase on the luggage rack underneath the number two?,"What color is the suitcase on the luggage rack underneath the number two?
A. blue
B. orange
C. black
D. red

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here would need,black,C,A
16456,Why is there a light being used in the tunnel?,"Why is there a light being used in the tunnel?
A. to work
B. to eat
C. to paint
D. to skateboard

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or B,to skateboard,D,A
11570,What sort of emergency is the truck seen here prepared to immediately handle?,"What sort of emergency is the truck seen here prepared to immediately handle?
A. break ins
B. none
C. heart attack
D. towing

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here would need,none,B,A
